# Source: https://download.glycosmos.org/glycosmos_glycans_list.csv
# GlyCosmos snapshot date: 2026-08-10
# Source subsumption level: Base composition with linkage
# Source base-composition records: 8115
# GlyCombo-compatible canonical lookup records: 3398
CompositionKey	GlyTouCanAccession
Hex=5;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G09375WA
Hex=5;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G79882CI
Hex=5;HexNAc=0;dHex=2;HexA=0;HexN=0;Pent=2;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G70051FN
Hex=5;HexNAc=0;dHex=4;HexA=4;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G23606DV
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53969DE
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G91629KC
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G80993QJ
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G85332EK
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G84950JC
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G03724QN
Hex=5;HexNAc=1;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G93302RL
Hex=5;HexNAc=1;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G71889QA
Hex=5;HexNAc=1;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G45759AR
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G02815KT
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=1;S=0;Ac=0	G42581TG
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=2;S=0;Ac=0	G24193ZC
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G40141FM
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G61417RR
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G21080BP
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G99951TX
Hex=5;HexNAc=2;dHex=0;HexA=0;HexN=0;Pent=3;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G08729IZ
Hex=5;HexNAc=2;dHex=0;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G37024TS
Hex=5;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16407EV
Hex=5;HexNAc=2;dHex=1;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G69775PE
Hex=5;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G75407BJ
Hex=5;HexNAc=2;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G52654RS
Hex=5;HexNAc=2;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G95463SS
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G39446WN
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G20934GG
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G13480XQ
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G68190MT
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=1;P=0;S=0;Ac=0	G33428OA
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G25091BA
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G75764QI
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G96877TF
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=0;KDN=2;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G18599RG
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G59153FL
Hex=5;HexNAc=3;dHex=0;HexA=0;HexN=1;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G20082FZ
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G15486FH
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G34313WI
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=1;Ac=0	G62009LR
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G89729HU
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G15075HJ
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G22205XX
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G88693OP
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G95256AJ
Hex=5;HexNAc=3;dHex=1;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G07698FG
Hex=5;HexNAc=3;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G34770UM
Hex=5;HexNAc=3;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G70386XH
Hex=5;HexNAc=3;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G86296MH
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G27622TD
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G63969ZR
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G56691IM
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G97357RI
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G95539OG
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G10700EF
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G48863GI
Hex=5;HexNAc=3;dHex=2;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16824QN
Hex=5;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G06231AO
Hex=5;HexNAc=3;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G61049BY
Hex=5;HexNAc=3;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G70787JZ
Hex=5;HexNAc=3;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53958ZQ
Hex=5;HexNAc=3;dHex=6;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G69265NI
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G10486CT
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G01550VZ
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G68486KE
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G79980BA
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G65218NY
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G15175QG
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G40977CS
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=2	G53555KX
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G64357FQ
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G25150NK
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G21558OI
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G49174JP
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G09468PV
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=2	G89626SD
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=3	G03939AL
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=4	G38848OS
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G33780KE
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G06052YG
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G84044GC
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G26445MR
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G35353FA
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G66231UB
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G93781NF
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=0;KDN=2;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G69018QJ
Hex=5;HexNAc=4;dHex=0;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G01414AQ
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83555HU
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G63236GA
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=2;Ac=0	G53874PO
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G40361DC
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=1;Ac=0	G86635IR
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G53218VX
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=1;Ac=0	G62468PP
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G68537PW
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G70382FA
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G39346HW
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G98235NV
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=1;Ac=0	G49856XC
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G14453SX
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G42039FI
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=1	G80846YM
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G58929CB
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G41734UT
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G60987NO
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=4;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G71771ZU
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83476TR
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G80554SI
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G39876JE
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=0;KDN=2;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G41181ON
Hex=5;HexNAc=4;dHex=1;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G20382XQ
Hex=5;HexNAc=4;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G04651TU
Hex=5;HexNAc=4;dHex=1;HexA=1;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=1;Ac=0	G23193VZ
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G60923RB
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G97860KA
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G35494EG
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G29704WW
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G83282IU
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G35278RL
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G25503HY
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G84161GO
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G25433GV
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G45267IE
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G28184SP
Hex=5;HexNAc=4;dHex=2;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G28102RO
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G87051GH
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G25428DH
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G18899VA
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=3;dHexNAc=0;P=0;S=0;Ac=0	G83988GI
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G03785NN
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G15700PX
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G02270MY
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G16428WL
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G10937JL
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=3;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G94883JV
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G27128TR
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=1;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G44637LN
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=0;KDN=2;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G53541KW
Hex=5;HexNAc=4;dHex=3;HexA=0;HexN=0;Pent=1;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G02129MQ
Hex=5;HexNAc=4;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G05933EN
Hex=5;HexNAc=4;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G62275SS
Hex=5;HexNAc=4;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=2;dHexNAc=0;P=0;S=0;Ac=0	G63623SG
Hex=5;HexNAc=4;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G07725PG
Hex=5;HexNAc=4;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=1;Neu5Gc=1;dHexNAc=0;P=0;S=0;Ac=0	G01897VK
Hex=5;HexNAc=4;dHex=4;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=2;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G14100ZG
Hex=5;HexNAc=4;dHex=5;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G70333IQ
Hex=5;HexNAc=5;dHex=0;HexA=0;HexN=0;Pent=0;KDN=0;Neu5Ac=0;Neu5Gc=0;dHexNAc=0;P=0;S=0;Ac=0	G65184UU
